cvrnum;employees;established;pubyear;liquidityratio;roi;solvencyratio;netturnover;grossprofit;equity;netresult;currency;
11749380;5 - 9;1987;2019;208,53;-13,8;71,3;-;3.061;3.098;-449;DKK;
56707719;100 - 199;1975;2019;149,58;1,5;41,7;-;37.588;44.419;539;DKK;
32836895;5 - 9;2010;2019;44,07;-3,9;-28,1;-;1.577;-351;-72;DKK;
11753809;50 - 99;1987;2019;128,1;9,5;23,3;-;35.926;12.238;3.192;DKK;
11760287;20 - 49;1987;2019;150,8;2,5;43,5;-;13.598;3.966;168;DKK;
11764142;5 - 9;1987;2019;299,47;-6,4;46;-;813;2.108;-454;DKK;
11765912;50 - 99;1948;2019;340,68;15,1;68,9;939.800;461.515;577.533;100.039;DKK;
11766110;200 - 499;1950;2019;75,69;9,4;34,6;64.536;-;15.728;3.508;EUR;
11773397;100 - 199;1987;2019;334,44;31,8;71;-;67.794;102.463;32.368;DKK;
11779573;50 - 99;1987;2019;61,33;4;39,1;-;114.027;143.898;8.185;DKK;
14313443;20 - 49;1990;2019;123,38;2,1;26,2;-;17.472;11.697;135;DKK;
11784879;200 - 499;1987;2019;175,59;15,2;40,7;-;121.484;33.429;9.855;DKK;
11793991;200 - 499;1987;2018;154,03;0,8;51,4;339.882;126.128;110.514;4.484;DKK;
11805744;100 - 199;1987;2018;158,93;2,7;45,3;1.037.350;414.909;213.613;-48.928;DKK;
11809200;50 - 99;1987;2019;221,05;32,2;54;-;31.571;27.920;12.875;DKK;
15684046;100 - 199;1991;2019;137,73;-18,9;21,4;-;42.805;15.378;-11.256;DKK;
29401462;100 - 199;2006;2019;269,08;31,8;63,8;-;189.718;158.364;60.736;DKK;
11810330;20 - 49;1987;2019;145,99;11,1;23;-;18.132;8.221;3.119;DKK;
11810543;100 - 199;1987;2018;135,97;17,1;45,7;3.215.111;485.829;560.421;221.262;DKK;
11819591;2 - 4;1987;2019;25,25;10,7;6,9;-;1.516;181;118;DKK;
11826687;200 - 499;1987;2019;115,75;12,8;44,7;727.557;124.934;281.369;84.396;DKK;
75173210;10 - 19;1984;2019;117,7;1,5;20,6;-;6.303;1.353;33;DKK;
30718534;10 - 19;2007;2019;102,9;-2;4,7;-;6.625;682;-295;DKK;
11831672;5 - 9;1987;2020;113,58;54,5;14,1;-;2.970;247;779;DKK;
11845045;10 - 19;1987;2019;204,44;-7,4;72,1;-;10.467;13.888;-1.481;DKK;
11888348;5 - 9;1988;2019;422,5;9,8;79,4;9.032;4.656;5.325;502;DKK;
11903134;10 - 19;1988;2019;88,38;7,2;17,7;-;7.071;3.152;675;DKK;
11907881;20 - 49;1988;2019;178,62;9,2;42,3;-;9.581;6.958;1.320;DKK;
11911145;5 - 9;1988;2020;167,54;27,4;45;-;6.266;2.320;1.091;DKK;
11913180;20 - 49;1988;2019;200,76;15,8;52,6;-;9.143;6.924;1.534;DKK;
33239122;10 - 19;2010;2019;140,74;31,2;27,7;-;6.086;2.371;2.029;DKK;
11945317;50 - 99;1961;2019;144,71;11;29,6;-;44.356;21.450;6.126;DKK;
38361090;20 - 49;2017;2019;44,87;-117;-98,7;-;2.631;-3.000;-3.540;DKK;
11966837;10 - 19;1988;2019;240,85;7,2;61,3;-;3.371;1.322;118;DKK;
11968805;20 - 49;1988;2019;233,24;11,6;57,1;-;12.370;12.587;2.147;DKK;
11971547;20 - 49;1988;2019;169,95;17,6;45,9;-;36.722;25.460;7.258;DKK;
41881828;500 - 999;1949;2020;114,14;5,9;31,9;1.917.052;406.005;680.276;93.642;DKK;
31589983;2 - 4;2008;2019;10,18;0;33,9;-;1.372;1.657;-122;DKK;
11988547;20 - 49;1988;2019;101,95;-6;9,3;-;6.485;1.054;-756;DKK;
12001983;10 - 19;1988;2019;78,38;7,2;20,5;-;5.847;833;220;DKK;
12012276;2 - 4;1989;2019;38,04;-105,5;-102,5;-;255;-268;-294;DKK;
12016778;-;1988;2019;186,29;0;48,6;-;261;15.257;-53;DKK;
12029233;10 - 19;1988;2019;113,64;4,3;15,6;-;9.347;6.131;914;DKK;
12047843;20 - 49;1988;2019;109,92;4;20,4;-;23.790;8.168;167;DKK;
53304516;20 - 49;1957;2019;122,58;5,7;23,9;-;14.872;2.823;340;DKK;
12047894;200 - 499;1988;2019;200,32;35,1;48,7;418.331;195.927;80.765;45.016;DKK;
12060386;-;1987;2018;9.544,09;-0,9;99;-;-95;10.432;-95;DKK;
12065949;-;1988;2018;125,78;-34,5;22,1;-;371;640;-1.038;DKK;
12069502;50 - 99;1988;2019;129,57;-4,7;32,4;264.013;32.009;38.473;-1.527;DKK;
12070942;50 - 99;1988;2019;184,62;27,5;49,7;-;66.825;45.560;19.856;DKK;
12116837;5 - 9;1988;2018;106,52;-2;16,8;1.281;1.281;426;-10;DKK;
12123248;5 - 9;1988;2019;313,58;26,5;61,9;-;3.835;1.500;500;DKK;
12134037;5 - 9;1988;2019;384,86;19,5;74;-;3.522;2.537;507;DKK;
37473936;-;2016;2019;76,74;128,9;-30,3;-;48;-16;53;DKK;
12143745;200 - 499;1988;2019;126,98;24,1;32,2;1.886.777;290.266;178.768;107.169;DKK;
12151004;10 - 19;1988;2019;162,4;34,4;50,9;-;10.789;5.855;2.961;DKK;
12165641;20 - 49;1988;2019;127,84;1,6;36,3;-;11.265;3.811;6;DKK;
12203195;20 - 49;1988;2019;341,56;28,1;73,2;-;23.413;28.691;8.773;DKK;
12233000;10 - 19;1988;2019;152,7;-3,2;32,5;-;5.309;3.659;-496;DKK;
35250743;10 - 19;2013;2018;87,15;15,7;25,9;-;2.371;334;118;DKK;
12245599;100 - 199;1988;2019;44,52;2,1;29,7;185.464;77.857;71.110;3.669;DKK;
12249594;10 - 19;1988;2019;99,55;-38,8;-10,3;-;9.294;-374;-1.165;DKK;
36076461;2 - 4;2014;2019;17,64;4,1;9,4;-;1.868;524;169;DKK;
12265077;50 - 99;1988;2019;106,66;2,8;10,3;-;25.048;2.609;109;DKK;
12279000;100 - 199;1988;2019;116,72;12,3;39;-;88.701;43.447;9.423;DKK;
12281781;10 - 19;1988;2019;134,76;11,1;-1,1;-;4.651;-39;143;DKK;
12295944;20 - 49;1988;2019;49,43;-109,9;-70,2;-;12.358;-3.853;-6.219;DKK;
37827509;2 - 4;2016;2018;84,96;-0,2;57,7;-;754;384;-8;DKK;
36203757;2 - 4;2014;2020;155,55;33,6;45,3;4.177;2.475;440;327;DKK;
12315600;100 - 199;1988;2019;171,2;11;25,4;-;113.052;61.484;20.190;DKK;
12369395;20 - 49;1988;2019;97,75;0,9;28,3;-;19.175;13.039;-133;DKK;
12374674;50 - 99;1988;2019;164,72;0,1;27;-;33.205;10.119;105;DKK;
12375344;50 - 99;1988;2019;217,46;13,6;62,9;-;84.748;114.028;21.003;DKK;
43239511;200 - 499;1999;2019;245,51;1,4;86,8;501.779;154.057;996.132;10.402;DKK;
33065647;5 - 9;2010;2019;366,9;48,9;74,2;-;1.471;765;389;DKK;
12375697;20 - 49;1988;2019;103,57;24;54;-;14.913;8.219;3.397;DKK;
12378939;5 - 9;1988;2018;84,85;7,6;1,1;-;2.019;92;208;DKK;
12379196;10 - 19;1988;2019;104,9;3;11,9;-;4.081;1.187;202;DKK;
12381239;20 - 49;1988;2019;270,29;3,9;60,5;-;19.233;72.363;3.239;DKK;
12381603;50 - 99;1988;2019;178,5;18,4;36,5;-;39.277;9.007;3.496;DKK;
37698695;2 - 4;2016;2019;252,66;33,5;60,4;1.262;734;369;157;DKK;
25671325;1;2013;2019;132,12;8,6;24,3;-;1.221;252;87;DKK;
27238084;2 - 4;2003;2019;112,07;9,7;11,9;-;1.504;190;115;DKK;
12425694;200 - 499;1988;2018;101,81;7,1;33;965.096;108.388;139.133;29.013;DKK;
12467486;20 - 49;1988;2019;456,8;6,4;77,8;-;20.593;45.153;3.058;DKK;
32349366;1;2014;2019;327,07;30,4;76,2;-;1.089;1.102;361;DKK;
12478305;20 - 49;1988;2019;140,74;-14,5;38;-;3.633;3.909;-1.220;DKK;
12485409;100 - 199;1988;2020;297,31;6,5;57,4;713.557;108.263;418.937;38.004;DKK;
12498187;5 - 9;1988;2019;191,54;4,8;57,9;-;2.586;905;51;DKK;
35141359;5 - 9;2013;2019;266,67;7,8;41,2;-;1.701;1.196;106;DKK;
12509707;20 - 49;1988;2020;209,47;26,9;53,1;-;27.701;22.187;11.321;DKK;
12513046;10 - 19;1988;2019;180,51;6,9;34,9;-;3.182;7.415;912;DKK;
12514379;100 - 199;1988;2019;132,22;5,4;40,9;132.355;69.070;52.928;4.579;DKK;
12515596;20 - 49;1988;2019;197,72;5,9;50,6;-;8.799;10.556;859;DKK;
12516479;-;1988;2019;107,92;26,6;53,8;5.219.517;3.278.005;3.757.039;1.462.142;DKK;
12539908;50 - 99;1988;2020;138,38;23,7;29,7;-;46.592;8.406;5.110;DKK;
12541201;20 - 49;1988;2019;68,33;-14,5;-11;-;9.180;-1.001;-1.191;DKK;
36502886;10 - 19;2015;2019;109,37;21,8;21,6;-;3.014;306;174;DKK;
12543034;10 - 19;1988;2020;137,53;35,3;34,1;-;4.588;1.112;860;DKK;
12546890;10 - 19;1988;2020;249,13;27,2;42,9;-;10.829;6.356;3.080;DKK;
77847715;20 - 49;1985;2019;284,45;7,7;28,4;-;12.531;7.609;1.748;DKK;
12552688;50 - 99;1988;2019;137,05;15;33;-;38.635;18.979;6.434;DKK;
12559496;50 - 99;1989;2018;94,56;-11,4;10;630.832;39.599;24.556;-25.948;DKK;
12559976;100 - 199;1988;2019;221,87;17,6;53,4;360.537;106.651;89.253;22.486;DKK;
88212215;100 - 199;1979;2019;67,71;3,9;31,1;379.131;116.995;196.121;32.495;DKK;
12561113;500 - 999;1964;2019;162,19;2;43,7;813.748;322.789;168.522;4.391;DKK;
12562233;-;1987;2019;79,7;-5,3;23,2;2.905.200;62.100;745.100;-20.700;DKK;
12570988;20 - 49;1988;2019;199,16;13,4;48,8;-;15.262;9.440;2.003;DKK;
12578970;100 - 199;1988;2019;124,2;14,3;16;-;68.093;6.245;2.960;DKK;
12579888;20 - 49;1988;2019;114,98;9,7;34,1;-;10.494;6.640;1.345;DKK;
25130944;50 - 99;1999;2019;110,55;9,1;33,4;-;49.396;39.780;8.180;DKK;
12580398;10 - 19;1988;2019;153,33;5,2;39,9;-;3.993;2.570;166;DKK;
12582331;2 - 4;1988;2019;127,26;4,8;14,8;-;1.397;119;33;DKK;
12593198;2 - 4;1988;2019;97,85;8,5;10,5;-;6.272;3.915;2.173;DKK;
12593996;2 - 4;1988;2019;106,44;2,7;13,4;-;1.006;249;9;DKK;
12599579;5 - 9;1988;2019;159,26;8;41,2;-;4.035;1.272;146;DKK;
12605277;10 - 19;1988;2019;109,85;5;25,7;-;6.618;2.436;357;DKK;
37690821;2 - 4;2016;2018;106,04;-14,7;15,5;-;1.198;110;-115;DKK;
38345826;5 - 9;2017;2019;190,18;36,8;52,2;-;4.779;1.761;988;DKK;
12622945;5 - 9;1988;2019;210,79;18,8;75,3;-;3.429;3.564;684;DKK;
12625995;200 - 499;1988;2019;133,93;8,2;66;437.771;72.921;330.672;33.036;DKK;
12629885;50 - 99;1988;2019;118,66;3,8;25,5;-;29.188;11.048;1.179;DKK;
12630077;50 - 99;1988;2019;144,13;16,3;35,8;-;20.889;20.151;6.686;DKK;
12634404;100 - 199;1989;2019;69,51;4,1;21,1;-;12.141;19.669;2.954;DKK;
12644302;5 - 9;1988;2019;39,06;9,1;22,1;-;1.694;506;107;DKK;
12654693;200 - 499;1988;2018;95,95;-20,1;-7,6;1.057.137;130.046;-21.259;-45.738;DKK;
38359177;10 - 19;2017;2019;256,04;33,4;61,5;-;7.041;2.785;1.181;DKK;
63030228;500 - 999;1954;2019;150,28;11,3;28,1;1.786.159;-;316.139;99.733;DKK;
12655681;500 - 999;1988;2019;138,31;8,4;29,8;1.810.369;365.688;412.608;88.963;DKK;
12655983;100 - 199;1988;2019;176,11;7,8;28,2;577.126;104.720;44.990;10.999;DKK;
34701075;20 - 49;2012;2019;142,14;17,3;46,8;-;23.896;8.484;2.077;DKK;
12665237;20 - 49;1988;2019;82,85;-8,6;21,6;-;4.424;6.408;-2.320;DKK;
12678444;20 - 49;1989;2019;182,69;14,2;49,2;-;10.285;3.209;738;DKK;
12688881;10 - 19;1989;2019;242,6;12,2;65,4;-;6.673;4.041;611;DKK;
12699794;10 - 19;1989;2019;88,15;-9,4;24,9;-;9.067;1.804;-545;DKK;
12742088;10 - 19;1989;2019;104,65;1,2;7,5;-;6.859;891;57;DKK;
33866747;-;2011;2018;57,42;-89,7;-58,6;-;1.567;-475;-596;DKK;
37593567;2 - 4;2016;2019;162,86;37,6;51,1;-;1.629;471;289;DKK;
12760043;500 - 999;1989;2019;187,88;4,6;58,2;3.465.000;799.137;2.771.000;74.000;DKK;
36953217;20 - 49;2015;2019;102,57;-13,2;12,6;-;6.239;4.489;-2.770;DKK;
12762704;200 - 499;1989;2018;75,9;3,1;29,2;333.493;165.236;91.364;157;DKK;
12771207;5 - 9;1973;2019;49,74;1,1;35,7;-;4.641;2.074;32;DKK;
12777493;-;1989;2019;117,76;-3,5;17,4;-;-45;226;-34;DKK;
12784635;10 - 19;1989;2019;43,36;13,1;27,8;-;4.964;1.612;402;DKK;
12790872;5 - 9;1989;2019;165,66;5,5;42;-;2.958;2.923;226;DKK;
12795939;20 - 49;1989;2019;133,42;-6;38,7;-;8.211;10.825;-1.948;DKK;
12806698;5 - 9;1989;2019;126,86;5,1;27,3;-;4.049;1.661;223;DKK;
12809409;20 - 49;1989;2019;122,87;24,3;23,9;-;10.045;5.936;4.289;DKK;
12810032;20 - 49;1989;2019;172,9;3,4;42,2;-;2.515;5.962;273;DKK;
12259484;50 - 99;1988;2019;68,92;23,9;8;273.899;80.014;12.664;-1.496;DKK;
12828195;20 - 49;1989;2019;183,35;3,3;26,7;-;21.753;10.411;425;DKK;
12837674;-;1989;2019;121,11;1,1;40;-;291;4.357;27;DKK;
12843747;100 - 199;1989;2019;126,65;3,9;16,2;0;9.372;12.119;2.119;DKK;
12843836;2 - 4;1989;2019;217,3;-24;66,8;-;1.903;1.789;-501;DKK;
15130016;50 - 99;1954;2019;-;-1,1;55;297.677;44.285;259.212;-5.779;DKK;
12853408;5 - 9;1989;2019;147,17;15,4;35,1;-;2.376;1.168;416;DKK;
12854242;50 - 99;1989;2019;116,12;6,7;39,5;-;25.280;13.127;1.643;DKK;
12856091;2 - 4;1989;2019;229,14;-65,9;59,1;-;263;317;-281;DKK;
12863233;10 - 19;1989;2019;230,43;5,8;52,2;884.864;283.927;354.964;22.474;DKK;
12880340;20 - 49;1989;2019;186,45;11,8;26,3;-;11.502;8.904;2.720;DKK;
17531328;200 - 499;1954;2019;169,53;23,2;63,5;316.338;160.570;111.933;32.048;DKK;
12940033;100 - 199;1989;2018;134,68;24,2;38;599.068;269.647;197.661;96.175;DKK;
12966377;10 - 19;1989;2019;133,9;5,1;28,5;-;6.324;5.775;314;DKK;
27706746;100 - 199;2004;2018;144,73;7,6;44,9;309.384;112.777;108.327;19.561;DKK;
12968140;20 - 49;1988;2019;94,65;16,7;14,4;-;32.678;6.404;5.660;DKK;
34620865;2 - 4;2012;2019;707,65;13,2;40,9;-;1.274;902;207;DKK;
12969732;10 - 19;1989;2019;207,44;12,7;41,9;-;7.537;1.104;256;DKK;
12973292;50 - 99;1989;2019;178,71;7,3;35;-;24.444;6.538;1.252;DKK;
37752517;200 - 499;1965;2018;128,95;0,9;52,7;324.526;63.944;137.216;6.796;DKK;
13054894;10 - 19;1989;2019;488,04;8,4;77,5;-;4.445;8.327;668;DKK;
13067600;10 - 19;1989;2020;264,66;47,9;64,3;-;7.043;3.056;1.767;DKK;
13080070;50 - 99;1989;2019;73,19;11,6;33,2;-;26.248;11.982;2.810;DKK;
13118205;50 - 99;1989;2019;100,13;2,3;27,8;-;24.231;34.413;1.298;DKK;
13118590;20 - 49;1989;2019;138,06;9,4;33,1;-;10.798;5.939;941;DKK;
13122806;5 - 9;1989;2019;126,46;5,9;33,1;-;2.465;625;50;DKK;
13140502;10 - 19;1989;2019;95,61;10,7;20,6;-;3.415;1.259;270;DKK;
38382586;5 - 9;2017;2019;122,95;30,3;29,5;-;2.775;485;380;DKK;
13148570;50 - 99;1989;2019;108,87;2,4;8,1;235.925;-;6.240;469;DKK;
13170002;10 - 19;1989;2019;164,1;1,8;47;-;6.415;5.512;42;DKK;
13172536;5 - 9;1989;2019;221,73;12,5;39,6;-;3.110;1.253;268;DKK;
35230785;50 - 99;2013;2019;155,35;8,7;36,9;-;25.920;8.552;1.570;DKK;
13190631;50 - 99;1989;2019;89,57;6,7;35,5;-;31.732;17.479;2.370;DKK;
13200033;20 - 49;1989;2020;82,56;15,7;30,5;-;16.946;2.769;1.069;DKK;
33041586;100 - 199;2010;2019;86,37;8,7;29,1;-;89.422;31.097;7.505;DKK;
13225699;5 - 9;1989;2019;69,92;-0,2;65,7;-;3.948;32.220;615;DKK;
13228345;200 - 499;1989;2019;98,44;3,6;40,4;1.931.684;1.494.577;668.480;20.990;DKK;
13228507;2 - 4;1989;2019;957,18;2;90;-;816;2.072;26;DKK;
13235872;20 - 49;1989;2019;236,72;12;46,4;-;24.796;15.101;2.825;DKK;
13239444;20 - 49;1989;2019;222,93;5,2;41,9;80.009;20.221;19.580;2.015;DKK;
13239703;20 - 49;1989;2019;144,7;1,1;39,3;-;25.559;36.144;121;DKK;
13248699;50 - 99;1989;2019;122,38;5,8;20,8;731.847;54.339;46.770;10.265;DKK;
13256438;100 - 199;1989;2019;160,31;11,8;69,2;63.508;18.167;34.585;7.230;EUR;
13279284;20 - 49;1989;2019;184,75;36,8;50,2;-;27.657;18.512;10.742;DKK;
13309639;20 - 49;1989;2019;353,86;52,5;69;-;15.515;7.883;4.650;DKK;
13322945;10 - 19;1989;2019;255,56;5,7;22,6;-;3.040;2.600;285;DKK;
13346089;10 - 19;1989;2020;162,98;26,9;50;-;10.778;8.106;3.310;DKK;
37954144;2 - 4;2016;2019;118,52;-14,9;37,2;-;781;258;-84;DKK;
13352291;20 - 49;1989;2019;165,34;8,3;41,3;-;20.275;14.307;2.136;DKK;
13366993;10 - 19;1989;2019;857,43;-8,2;92,3;-;9.150;18.448;-1.685;DKK;
73342619;500 - 999;1983;2019;90,75;-23,6;17,5;309.660;162.416;21.046;-22.611;DKK;
13399433;-;1989;2019;32,69;0,6;15,5;902.238;-;215.491;16.816;DKK;
13405476;200 - 499;1989;2019;294,12;12,9;76,2;821.200;-;1.149.800;162.400;DKK;
13427100;10 - 19;1989;2019;99,65;14,4;21,6;-;5.571;1.062;514;DKK;
13427739;2 - 4;1989;2019;174,74;-0,7;45,5;-;257;704;-15;DKK;
13436681;100 - 199;1989;2019;319,9;6;76;-;98.092;160.928;94.547;DKK;
13441103;5 - 9;1989;2019;1.228,56;9,4;92,2;-;2.442;4.729;374;DKK;
13445494;10 - 19;1989;2019;244,19;11,5;65,9;-;5.714;3.290;467;DKK;
13446830;100 - 199;1989;2019;81,03;1,6;35,6;-;57.449;90.708;6.269;DKK;
13457476;20 - 49;1989;2020;477,74;29,2;77;-;22.256;24.135;7.107;DKK;
10144418;-;2003;2019;114,67;121,6;-1.001,4;-;235;-1.933;233;DKK;
13473803;50 - 99;1989;2020;91,77;-14,8;14,1;-;23.643;8.096;-7.086;DKK;
31501016;50 - 99;2008;2019;161,3;9,5;37,5;-;32.192;12.847;2.365;DKK;
36068280;20 - 49;2014;2019;105,56;-30,3;20,7;-;7.654;1.966;-2.546;DKK;
13484279;50 - 99;1989;2019;137,98;20,4;40,6;-;40.277;22.376;8.542;DKK;
21161608;20 - 49;1998;2019;162,06;4,2;37,9;-;6.827;20.021;1.078;DKK;
13487189;-;1989;2020;2.542,08;-3,4;96,1;-;155;2.107;70;DKK;
29769664;5 - 9;2006;2019;185,9;28,9;47;-;4.464;1.892;875;DKK;
13523428;200 - 499;1974;2018;162,46;7,3;38,6;-;111.544;60.808;8.920;DKK;
13534381;20 - 49;1989;2019;165,77;19,4;43,2;-;21.765;11.718;3.916;DKK;
36887613;-;1973;2019;88,07;10,3;64,6;728.192;187.226;808.764;83.426;DKK;
13552649;20 - 49;1989;2019;150;5,2;57,7;-;11.215;35.433;12.107;DKK;
37807877;5 - 9;2016;2019;83,73;4,6;34,5;-;2.666;863;71;DKK;
13596530;2 - 4;1989;2019;497,46;9,1;79,9;2.157;2.157;3.147;241;DKK;
13621942;10 - 19;1989;2019;74,98;-25,1;-111,8;-;3.975;-4.396;-1.161;DKK;
13622248;5 - 9;1989;2019;124,95;-3,7;14,5;-;1.341;453;-180;DKK;
13650608;20 - 49;1989;2019;136,8;12,8;34,7;-;13.240;5.044;1.301;DKK;
13664285;20 - 49;1989;2019;171,38;29,7;71;-;21.226;11.668;3.594;DKK;
13666237;-;1989;2019;328,47;1,9;90,9;-;375;41.972;5.555;DKK;
13687374;2 - 4;1989;2019;372,27;31;74,1;-;1.363;1.427;472;DKK;
36537450;20 - 49;2015;2019;94,54;-6,1;3,9;-;7.911;383;-775;DKK;
13688001;2 - 4;1989;2019;246,66;0,9;61,3;-;4.421;10.023;23;DKK;
13689180;5 - 9;1989;2020;221,99;6,9;54;-;1.844;2.735;258;DKK;
13697477;20 - 49;1989;2020;184,9;11,5;61;-;16.681;10.079;1.314;DKK;
14249079;50 - 99;1990;2019;129,44;18,5;28,3;-;14.349;11.412;4.411;DKK;
13710031;5 - 9;1989;2019;167,52;37;42,3;-;5.575;2.724;1.711;DKK;
10012201;10 - 19;1985;2019;158,23;12,3;43,8;-;6.968;4.900;1.009;DKK;
10012600;10 - 19;1985;2019;29,53;4;13,4;-;6.301;1.333;141;DKK;
10012813;10 - 19;1999;2019;140,69;9,1;26,2;-;5.223;2.490;486;DKK;
10982200;10 - 19;1987;2019;96,84;-11,9;21,2;-;5.791;872;-929;DKK;
10029155;20 - 49;2000;2019;257,93;14,9;63,1;-;12.258;6.293;1.201;DKK;
15053135;50 - 99;1991;2019;208;14,2;54,4;-;37.652;20.008;3.759;DKK;
10101859;50 - 99;2003;2019;160,6;10,4;40,4;-;37.845;34.040;5.488;DKK;
10122813;5 - 9;2003;2019;158,8;-13,1;42,8;-;2.148;982;-273;DKK;
10130115;10 - 19;2003;2019;144,81;13,2;30,1;-;5.912;5.129;1.674;DKK;
10139163;10 - 19;2003;2019;238,31;24,2;59,3;-;7.419;3.581;1.138;DKK;
10314135;10 - 19;1986;2019;409,79;-0,3;72;-;6.670;5.427;-65;DKK;
10404916;-;1999;2018;63,59;8,2;57,4;1.058.800;-;920.400;94.200;DKK;
31591139;2 - 4;2008;2018;166,61;33,4;49,5;-;1.314;521;271;DKK;
38063545;2 - 4;2016;2019;132,29;3,1;30;-;802;228;11;DKK;
26480531;100 - 199;2002;2019;119,91;2,2;20,6;674.700;13.173;24.405;-2.693;USD;
31301270;20 - 49;2008;2019;80,28;1,6;3;-;4.759;179;72;USD;
12012675;20 - 49;1988;2018;81,14;0,9;10,1;-;17.552;7.429;-860;DKK;
12201249;5 - 9;1988;2019;105,99;3;62,7;-;737;3.954;87;DKK;
12601298;20 - 49;1988;2019;239,33;6,8;25,1;-;4.366;1.946;312;DKK;
12861303;20 - 49;1989;2019;98,19;18,3;33,6;-;12.667;6.334;3.438;DKK;
13246009;500 - 999;1989;2019;152,03;10,8;33,9;983.379;146.618;212.124;140.820;DKK;
13711445;100 - 199;1989;2019;667,17;28,7;85;485.609;76.303;47.920;24.202;DKK;
13711488;100 - 199;1989;2019;602,28;48,8;83,4;413.738;211.154;206.165;94.263;DKK;
13723540;200 - 499;1989;2019;250,75;6,2;64,9;1.268.200;430.700;2.827.400;1.533.200;DKK;
13724032;50 - 99;1989;2019;93,45;12,8;11,1;-;29.132;6.263;4.034;DKK;
13733090;10 - 19;1990;2019;109,71;8,8;43,2;-;3.664;2.563;317;DKK;
13737584;-;1989;2018;0;1;11,1;0;2.730.000;9.241.000;921.000;DKK;
13746184;100 - 199;1990;2019;312,82;10,8;60,9;-;84.821;110.689;14.958;DKK;
32159958;-;2009;2019;5.073,18;-1,3;98;-;-14;1.082;-29;DKK;
13769699;20 - 49;1989;2019;134,25;8,8;26,2;-;7.648;2.134;588;DKK;
36447141;20 - 49;2014;2018;24,94;-49,6;-299,2;-;-2.682;-27.319;-3.871;DKK;
36490462;1;2015;2019;180,31;10,3;45,3;-;764;669;114;DKK;
13778035;2 - 4;1989;2019;29,16;5,2;34,7;-;912;1.274;102;DKK;
13788642;100 - 199;1990;2019;105,18;3,7;7,7;1.188.837;69.685;15.113;5.564;DKK;
13801193;-;1990;2019;835,71;10,9;93,1;15.600;15.500;111.300;10.100;DKK;
13801282;20 - 49;1990;2019;192,32;9,2;69;-;21.509;18.810;2.727;DKK;
13823774;50 - 99;1990;2019;145,96;18;40;3.889.847;397.064;664.801;156.461;DKK;
13827540;50 - 99;1989;2019;117,93;3;28,1;260.292;71.767;61.582;19.357;DKK;
38387324;100 - 199;2017;2019;150,39;1,1;37,6;-;46.899;10.870;52;DKK;
31497914;50 - 99;2008;2019;190,83;17,8;46,1;-;27.089;7.375;2.116;DKK;
13839794;-;1990;2019;171,48;-215,1;41,7;-;-9;2;-9;DKK;
13859744;5 - 9;1990;2019;118,28;4,7;13,3;14.774;4.032;786;221;DKK;
13862087;10 - 19;1990;2019;161,76;9,6;34,3;-;5.449;4.793;828;DKK;
33758006;200 - 499;2011;2019;110,4;5,2;16,9;-;117.139;14.773;2.085;DKK;
13879206;50 - 99;1990;2019;135,78;7,4;27,6;-;50.909;21.691;3.605;DKK;
37657654;50 - 99;2016;2019;202,21;20,9;52,2;299.061;103.518;106.359;32.804;DKK;
13882037;200 - 499;1990;2019;146,17;11,7;25;704.919;188.473;111.545;44.706;DKK;
13895902;-;1990;2019;160,63;-77;37,7;-;-39;45;-101;DKK;
13896909;500 - 999;1990;2018;239,4;12,1;26,3;4.259.219;1.206.636;547.546;177.371;DKK;
13897573;20 - 49;1990;2019;190,64;-4,3;49,2;-;11.051;8.791;-692;DKK;
25376722;20 - 49;2000;2019;138,33;24,6;27,8;-;16.365;3.094;2.094;DKK;
13897603;100 - 199;1990;2019;129,31;8,3;28,3;-;86.510;46.654;9.563;DKK;
13897646;50 - 99;1990;2019;151,92;1,2;30,5;-;38.568;33.548;774;DKK;
13898693;5 - 9;1990;2019;137,17;6,3;40,2;-;4.339;2.607;255;DKK;
13901945;50 - 99;1990;2019;190,06;32,5;50,2;-;14.921;16.780;8.413;DKK;
30737563;2 - 4;2007;2020;137,91;14,7;31,6;-;2.401;3.288;994;DKK;
13904235;10 - 19;1990;2020;195,17;7;26,6;-;7.897;4.305;739;DKK;
13912904;5 - 9;1990;2019;222,18;-14,9;55,7;-;3.287;6.203;-1.382;DKK;
13917701;2 - 4;1990;2018;128,6;4;23,1;-;1.268;1.354;57;DKK;
13927634;100 - 199;1990;2019;287,78;-7,3;63,1;-;47.350;45.154;-2.974;DKK;
31472423;2 - 4;2008;2019;878,44;130,8;17,2;28.492;3.135;555;4.222;DKK;
13930635;100 - 199;1990;2019;174,66;34,8;52,9;126.939;83.395;27.273;14.793;DKK;
13930775;5 - 9;1990;2019;348,53;7,3;62,1;-;2.121;4.110;345;DKK;
13931690;20 - 49;1990;2020;71,62;-15,8;-10,5;-;1.678;-1.131;-1.590;DKK;
13956642;20 - 49;1990;2019;302,21;47,8;68,5;-;18.577;10.176;5.513;DKK;
13964890;10 - 19;1990;2018;115,81;2,1;17,8;-;6.357;4.226;7;DKK;
13992444;50 - 99;1990;2019;207,54;22,7;57,7;-;74.325;64.558;21.832;DKK;
13997144;50 - 99;1990;2019;125,92;18,9;26,5;-;56.272;10.821;5.841;DKK;
